replay_date,decision,ticker,reason,reference_price,shares_with_cash,estimated_total_cost,estimated_cash_remaining,smoke_score,decision_strength,relative_volume_prev20,return_5d_signal,return_20d_signal,distance_to_52w_high_prev,dollar_volume,all_rule_checks_passed,failed_checks,data_complete_1d,return_1d,data_complete_3d,return_3d,data_complete_5d,return_5d,data_complete_10d,return_10d,data_complete_20d,return_20d,data_complete_mfe_mae_20d,max_favorable_move_20d,max_adverse_move_20d
2026-06-02,EXECUTABLE_NEAR_MISS,CORZ,Closest executable near-miss after Candidate 34 checks failed.,29.049999237060547,3,87.2371477088928,12.762852291107194,0.8320000000000001,0.4831318525251033,1.2521866727259288,0.10163057688795507,0.37677719013562694,-0.001375074435115975,597936134.2964172,False,"smoke_score_below_min, relative_volume_prev20_below_min",True,-0.004130772290406037,True,-0.11015486883415893,True,-0.0702237198538781,True,-0.033390682920122594,True,-0.18382100835911153,True,0.04750434094176148,-0.22065404529286703
2026-06-02,EXECUTABLE_NEAR_MISS,RIVN,Closest executable near-miss after Candidate 34 checks failed.,17.290000915527344,5,86.53645458221435,13.463545417785653,0.792,0.4001739455259463,1.2255655097335165,0.20152887442773748,0.19159204981347822,-0.23799028168487224,678635993.9346313,False,"smoke_score_below_min, relative_volume_prev20_below_min",True,0.056680132466403466,True,-0.05436671395508408,True,-0.09022563855910792,True,-0.07865821505713222,True,-0.006362093957599235,True,0.07287439299101806,-0.17004050771433676
2026-06-02,EXECUTABLE_NEAR_MISS,F,Closest executable near-miss after Candidate 34 checks failed.,16.149999618530273,6,96.9968977088928,3.003102291107197,0.744,0.34372324544159555,0.8615092089743602,0.05417754179110501,0.404347792915676,-0.09167609702847324,1176487097.210884,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min",True,-0.02724455670441328,True,-0.07739938263315926,True,-0.07430339551762433,True,-0.10773992645310737,True,-0.1554179154485913,True,0.0030960461665776595,-0.16099068044634557
2026-06-02,EXECUTABLE_NEAR_MISS,PATH,Closest executable near-miss after Candidate 34 checks failed.,12.180000305175781,8,97.53744244384765,2.4625575561523476,0.704,0.39729925129626675,1.4636932616664011,0.09828675722186841,0.12465377571376313,-0.3860886990171194,738316296.4988708,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, distance_to_52w_high_prev_below_min",True,-0.04187193892475649,True,-0.07717573977877257,True,-0.1174056050366531,True,-0.1362889824154362,True,-0.05172414603086706,True,0.004926064403864228,-0.18965520211317932
2026-06-02,EXECUTABLE_NEAR_MISS,BBAI,Closest executable near-miss after Candidate 34 checks failed.,5.110000133514404,19,97.18709253931044,2.8129074606895585,0.6719999999999999,0.3347304841516812,0.9965743573651317,0.22248812042306176,0.22541967386625972,-0.4558040525367888,255112157.66558647,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, distance_to_52w_high_prev_below_min",True,-0.054794560174654894,True,-0.17808225058174598,True,-0.21917810072685473,True,-0.2250489364618703,True,-0.2876712309592909,True,-0.02152644435231188,-0.3483366268689613
2026-06-04,EXECUTABLE_NEAR_MISS,RIVN,Closest executable near-miss after Candidate 34 checks failed.,18.1200008392334,5,90.69060420036315,9.309395799636846,0.8800000000000001,0.572704941389447,1.074344472505022,0.1921053333295688,0.2513813129882807,-0.20141029472276406,637135469.5091248,False,relative_volume_prev20_below_min,True,-0.09768213994401531,True,-0.13189852021542092,True,-0.14238414778624942,True,-0.0883002377133123,False,,False,0.07284766190331271,-0.2080574107701404
2026-06-04,EXECUTABLE_NEAR_MISS,SMCI,Closest executable near-miss after Candidate 34 checks failed.,46.900001525878906,2,93.89380305480957,6.106196945190433,0.784,0.3372665636090579,0.6833990724815205,0.13559327826314327,0.3531448855266137,-0.21043770503194514,1535431009.954834,False,"smoke_score_below_min, relative_volume_prev20_below_min",True,-0.11215356002340549,True,-0.13347552095017035,True,-0.3183369238119578,True,-0.346268681238864,False,,False,-0.03496808424282816,-0.4140725234929221
2026-06-04,EXECUTABLE_NEAR_MISS,PATH,Closest executable near-miss after Candidate 34 checks failed.,11.670000076293945,8,93.45336061096191,6.546639389038091,0.712,0.34894546909898433,1.0045092218908591,0.007772033953441282,0.11142857869466138,-0.4117943555170924,505615590.3055191,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, distance_to_52w_high_prev_below_min",True,-0.03684664116234837,True,-0.07883462470259994,True,-0.08740363762599002,True,-0.11996569060647966,False,,False,0.023136204140891348,-0.15424166057987643
2026-06-04,EXECUTABLE_NEAR_MISS,SDGR,Closest executable near-miss after Candidate 34 checks failed.,15.850000381469727,6,95.19510229110716,4.804897708892838,0.6880000000000001,0.42031714229142353,1.718854280622811,0.1193503214879259,0.22110947152922056,-0.3114682855653814,39596470.95298767,False,"smoke_score_below_min, rank_gap_below_min",True,-0.09274449411038432,True,-0.08391166509124892,True,-0.07886435141423576,True,-0.00567824292882102,False,,False,0.12429017450735347,-0.12302843634118799
2026-06-04,EXECUTABLE_NEAR_MISS,RXRX,Closest executable near-miss after Candidate 34 checks failed.,3.799999952316284,26,98.8987987589836,1.1012012410163976,0.6719999999999999,0.4548227124335609,2.077404411902049,0.10465113055454633,0.10787168465244035,-0.4707520831242743,147919938.14384937,False,"smoke_score_below_min, rank_gap_below_min, distance_to_52w_high_prev_below_min",True,-0.12763155294257156,True,-0.15263156078528806,True,-0.17105259608033574,True,-0.14999998431456696,False,,False,0.0631578980390386,-0.22368418823648994
2026-06-05,EXECUTABLE_NEAR_MISS,HPE,Closest executable near-miss after Candidate 34 checks failed.,49.20000076293945,2,98.49840152740478,1.5015984725952194,0.8642857142857142,0.5110042716394502,1.0418955876121963,0.1431226699902275,0.6565656396996691,-0.2342412332616427,1856483308.7882996,False,relative_volume_prev20_below_min,True,0.013617848751132478,True,-0.07540648428744057,True,-0.0209350117484145,True,-0.016260146842582146,False,,False,0.033861795536106465,-0.1376016331866251
2026-06-05,EXECUTABLE_NEAR_MISS,RIVN,Closest executable near-miss after Candidate 34 checks failed.,16.350000381469727,6,98.19810229110718,1.8018977088928239,0.8,0.38678512497234957,1.0810661247511464,0.003067555015309198,0.1530324421433109,-0.279418246071505,587707303.7120819,False,"smoke_score_below_min, relative_volume_prev20_below_min",True,0.02996940426212502,True,-0.09724771348567784,True,0.025076442681725153,True,-0.07645259760462686,False,,False,0.18899083061123,-0.12232415616740289
2026-06-05,EXECUTABLE_NEAR_MISS,SMCI,Closest executable near-miss after Candidate 34 checks failed.,41.63999938964844,2,83.36327877807616,16.636721221923835,0.7785714285714287,0.38628668603203886,1.1408658885740635,-0.09655024404875368,0.2385485042403619,-0.29898992727286267,2051169713.9343262,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,0.056436174910285075,True,-0.29707010358314045,True,-0.2684918460386695,True,-0.14841499509512746,False,,False,0.07949090830471706,-0.34005763820765655
2026-06-05,EXECUTABLE_NEAR_MISS,CORZ,Closest executable near-miss after Candidate 34 checks failed.,25.850000381469727,3,77.62755114555358,22.372448854446418,0.75,0.3492865776176331,0.8935791985586982,-0.037243947329331895,0.15608227530648944,-0.1513459895457755,347069860.121727,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,0.05029010514028598,True,-0.006189549131566108,True,0.06769825818859432,True,0.12495162454820363,False,,False,0.17717600990788274,-0.12417798624569232
2026-06-05,EXECUTABLE_NEAR_MISS,AI,Closest executable near-miss after Candidate 34 checks failed.,10.430000305175781,9,93.9638727493286,6.036127250671399,0.6357142857142857,0.3712825524959012,1.434400115320254,-0.03156918645651474,0.08872655409593166,-0.5610269274114976,107418573.14300537,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive, distance_to_52w_high_prev_below_min",True,0.01629914394245846,True,0.03547458051132302,True,0.04506225307790834,True,-0.06999045777097335,False,,False,0.089165802904144,-0.18504316861985504
2026-06-08,EXECUTABLE_NEAR_MISS,HPE,Closest executable near-miss after Candidate 34 checks failed.,49.869998931884766,2,99.8397378616333,0.16026213836670422,0.9037037037037038,0.5353668609557263,0.7738573041570883,0.06106380706137804,0.5907495478488667,-0.22381324619634602,1440160790.1546478,False,relative_volume_prev20_below_min,True,-0.03208338697392921,True,-0.06156005134504605,True,-0.01704428498749455,True,-0.019049544481382852,False,,False,0.012632867086596944,-0.1491878641680131
2026-06-08,EXECUTABLE_NEAR_MISS,SMCI,Closest executable near-miss after Candidate 34 checks failed.,43.9900016784668,2,88.06798336029051,11.932016639709488,0.8148148148148147,0.3541731877384963,0.7431142452020228,-0.06164674325517516,0.2437094432256659,-0.25942760019456235,1391452142.091751,False,"smoke_score_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,-0.0761537204136592,True,-0.27324396241148863,True,-0.2987042690527818,True,-0.24255516200322325,False,,False,0.02182311997825126,-0.3753126052803074
2026-06-08,EXECUTABLE_NEAR_MISS,RIVN,Closest executable near-miss after Candidate 34 checks failed.,16.84000015258789,5,84.28420076370239,15.715799236297613,0.7407407407407407,0.32145034224363694,0.6708308579705102,-0.006489711233056417,0.18424752717016069,-0.25782284018411084,381163299.45373535,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,-0.06591452495806438,True,-0.07719716027051726,True,-0.009501178501326923,True,-0.11579571209003048,False,,False,0.15439432054103452,-0.14786221784775422
2026-06-08,EXECUTABLE_NEAR_MISS,CORZ,Closest executable near-miss after Candidate 34 checks failed.,27.149999618530273,3,81.5314488544464,18.468551145553604,0.6962962962962963,0.2954787202384856,0.5704195932574817,-0.04903676553213154,0.18455495323542337,-0.10866709013230713,214273226.98936462,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,-0.005156515344953649,True,0.00257825767247688,True,0.03941067071300908,True,0.0740331586417402,False,,False,0.1208103400637568,-0.1661141912430708
2026-06-08,EXECUTABLE_NEAR_MISS,SOFI,Closest executable near-miss after Candidate 34 checks failed.,16.5,6,99.09899999999999,0.9010000000000105,0.6888888888888889,0.35462899005647236,1.1249942438415845,-0.11194832789273601,0.04761904761904767,-0.4958753366706399,1308055650.0,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive, distance_to_52w_high_prev_below_min",True,-0.0018182234330610392,True,0.010303034926905763,True,0.03818176731918799,True,0.047878843365293466,False,,False,0.1630303353974314,-0.05145454406738281
2026-06-09,EXECUTABLE_NEAR_MISS,CORZ,Closest executable near-miss after Candidate 34 checks failed.,27.010000228881836,3,81.11103068733215,18.888969312667854,0.7703703703703704,0.3828681375583279,0.9124799046916174,-0.0702237198538781,0.17690628893131133,-0.11326326195950209,332447185.8171463,False,"smoke_score_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,-0.048870776884064604,True,0.021843767033996597,True,0.039614945788858824,True,0.02887821843894134,False,,False,0.12661977220707077,-0.16179195861540752
2026-06-09,EXECUTABLE_NEAR_MISS,RIVN,Closest executable near-miss after Candidate 34 checks failed.,15.729999542236328,6,94.47437725067138,5.525622749328619,0.7555555555555555,0.3848107409132911,1.1966300015529532,-0.09022563855910792,0.11718747354197223,-0.3067430951081006,626643856.7638397,False,"smoke_score_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,-0.06166556526273026,True,0.06548002012840959,True,0.012714607041305781,True,-0.06929429311086999,False,,False,0.23585512395341368,-0.08773040056747561
2026-06-09,EXECUTABLE_NEAR_MISS,SMCI,Closest executable near-miss after Candidate 34 checks failed.,40.63999938964844,2,81.36127877807617,18.63872122192383,0.7555555555555555,0.3903149457177438,1.2461678447930276,-0.1899541384714628,0.21241046642753503,-0.31582494367541836,2107228672.3526,False,"smoke_score_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,-0.27977359996665896,True,-0.250492137255513,True,-0.2810039431054414,True,-0.2015255597861817,False,,False,-0.09448819415007159,-0.3238188987464439
2026-06-09,EXECUTABLE_NEAR_MISS,F,Closest executable near-miss after Candidate 34 checks failed.,14.949999809265137,6,89.78969885444641,10.210301145553586,0.6962962962962963,0.2969403198312642,0.5835739895924887,-0.07430339551762433,0.24066386494832237,-0.15916764724907884,762937360.266304,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,-0.0434782359078989,True,-0.007357836660912498,True,-0.0361203992469864,True,-0.07424746962132622,False,,False,0.03545148760756023,-0.09364546062820922
2026-06-09,EXECUTABLE_NEAR_MISS,RBLX,Closest executable near-miss after Candidate 34 checks failed.,43.0,2,86.08599999999998,13.914000000000016,0.6888888888888889,0.3779776079661928,1.3351318050290688,-0.0444444444444444,0.040910156633440664,-0.6971830985915493,627159300.0,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive, distance_to_52w_high_prev_below_min",True,-0.03488372093023251,True,0.007209334262581857,True,0.14744186401367188,True,0.11488368899323209,False,,False,0.35883721639943666,-0.053953481274981785
2026-06-10,EXECUTABLE_NEAR_MISS,PATH,Closest executable near-miss after Candidate 34 checks failed.,10.75,9,96.84674999999999,3.153250000000014,0.7555555555555555,0.367436092450611,1.0402581653888323,-0.07883462470259994,0.07392604937041303,-0.4581653267478534,505951975.0,False,"smoke_score_below_min, relative_volume_prev20_below_min, return_5d_not_positive, distance_to_52w_high_prev_below_min",True,-0.009302361066951259,True,0.00372092668400259,True,-0.04837213560592302,True,-0.0762790413789971,False,,False,0.10883721639943666,-0.08186047576194588
2026-06-10,EXECUTABLE_NEAR_MISS,SOFI,Closest executable near-miss after Candidate 34 checks failed.,15.869999885559082,6,95.31521931266784,4.6847806873321645,0.7555555555555555,0.3850927402568915,1.1991679956453565,-0.04856117534754223,-0.001886775703832666,-0.5151237364033663,1371902771.107006,False,"smoke_score_below_min, relative_volume_prev20_below_min, return_5d_not_positive, distance_to_52w_high_prev_below_min",True,0.05040959020187663,True,0.07939503996808828,True,0.0976685697487174,True,0.09010708013947077,False,,False,0.20919979032385316,-0.013547583751625014
2026-06-10,EXECUTABLE_NEAR_MISS,CORZ,Closest executable near-miss after Candidate 34 checks failed.,25.690000534057617,3,77.14707160377502,22.852928396224982,0.7481481481481482,0.3487545209254421,0.8943462438845347,-0.11199446031594085,0.12724877148005898,-0.15659877523918253,307979433.40244293,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,0.059556198812395156,True,0.0984818500078588,True,0.10470994825954993,True,0.06150252591904093,False,,False,0.1845075777571228,-0.1187232806930365
2026-06-10,EXECUTABLE_NEAR_MISS,HPE,Closest executable near-miss after Candidate 34 checks failed.,45.4900016784668,2,91.07098336029051,8.929016639709488,0.7333333333333333,0.34008568665981764,0.860771179938359,-0.17515865059186253,0.5057928850400979,-0.29198440967366857,1511605461.7744446,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,0.028797483188791606,True,0.07759944271375652,True,0.05957351032052083,True,0.027038898589853533,False,,False,0.10903492858784669,-0.06726755903241699
2026-06-10,EXECUTABLE_NEAR_MISS,F,Closest executable near-miss after Candidate 34 checks failed.,14.300000190734863,6,85.88580114555359,14.114198854446414,0.7037037037037037,0.29900392885797406,0.5799242486106554,-0.08975174054668056,0.1926605891337121,-0.19572555464097707,726106819.6848869,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,0.028671317618425896,True,0.0328671511020906,True,-0.023776234129575746,True,-0.013286750456179774,False,,False,0.08251743606730866,-0.05244755174800164
2026-06-11,EXECUTABLE_NEAR_MISS,CORZ,Closest executable near-miss after Candidate 34 checks failed.,27.219999313354492,3,81.74165793800353,18.258342061996473,0.7777777777777778,0.38260736362215436,0.8879107170438336,-0.024722341018629468,0.13416663805643725,-0.10636900421870965,326258911.76986694,False,"smoke_score_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,0.013960362883947752,True,0.03159443909058557,True,0.0712711455913162,True,-0.0007347006215840945,False,,False,0.1179280335340207,-0.1682586347994155
2026-06-11,EXECUTABLE_NEAR_MISS,MRNA,Closest executable near-miss after Candidate 34 checks failed.,49.63999938964844,2,99.37927877807616,0.6207212219238443,0.762962962962963,0.3792743282837581,1.1245800656649345,-0.037798037549368724,-0.015470027917956042,-0.16641477706761554,307579364.21813965,False,"smoke_score_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,0.005439171254703501,True,0.11603549973918037,True,0.28847703204868314,True,0.35515708038252725,False,,False,0.5989122425963058,-0.0004029101130054169
2026-06-11,EXECUTABLE_NEAR_MISS,SOFI,Closest executable near-miss after Candidate 34 checks failed.,16.670000076293945,5,83.43335038185118,16.566649618148816,0.7111111111111111,0.3402556306393405,0.928967342420731,-0.027988312123208292,0.08883080466377247,-0.49068132265684283,1134593545.1927185,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive, distance_to_52w_high_prev_below_min",True,-0.005398929344690218,True,0.0623874627125931,True,0.07438510890480088,True,0.07258542765055953,False,,False,0.1511697928152569,-0.026394752972037083
2026-06-11,EXECUTABLE_NEAR_MISS,PATH,Closest executable near-miss after Candidate 34 checks failed.,10.649999618530273,9,95.94584656333922,4.054153436660783,0.6814814814814815,0.3366707092229786,0.9855919385623632,-0.08740363762599002,0.12460394067884084,-0.46320566851703837,483536607.68032074,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive, distance_to_52w_high_prev_below_min",True,-0.009389617969696284,True,-0.012206494405916368,True,-0.035680673650488104,True,-0.011267595291767907,False,,False,0.11924887354493019,-0.07323941416993529
2026-06-11,EXECUTABLE_NEAR_MISS,RBLX,Closest executable near-miss after Candidate 34 checks failed.,43.4900016784668,2,87.06698336029052,12.933016639709479,0.6666666666666667,0.3432357629402821,1.0891218664625386,0.0032296011366477195,0.03646336099564684,-0.6937323825460084,506775942.55867004,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, distance_to_52w_high_prev_below_min",True,-0.0041388893591353115,True,0.13451364102884367,True,0.18487001127918834,True,0.0935847214933403,False,,False,0.3435272028077714,-0.04265355910188573
2026-06-12,EXECUTABLE_NEAR_MISS,RIVN,Closest executable near-miss after Candidate 34 checks failed.,16.760000228881836,5,83.88380114555359,16.11619885444641,0.8296296296296297,0.40477702924615117,0.9318821521042455,0.025076442681725153,0.15426995182499903,-0.2613486190216201,532607667.2735214,False,"smoke_score_below_min, relative_volume_prev20_below_min",True,-0.00477326507240694,True,-0.02983293515344765,True,-0.09904533560515694,True,0.0029832479938982637,False,,False,0.15990455063105813,-0.14379473833532852
2026-06-12,EXECUTABLE_NEAR_MISS,MRNA,Closest executable near-miss after Candidate 34 checks failed.,49.90999984741211,2,99.91981969451903,0.08018030548096533,0.8148148148148147,0.3752853891665608,0.9331240580546032,0.052065794523705966,-0.0023985395725099057,-0.16188076428469622,253547790.22483826,False,"smoke_score_below_min, relative_volume_prev20_below_min",True,0.04448008870948206,True,0.23822880036063454,True,0.1890403005837764,True,0.3965136678287571,False,,False,0.590262532342954,-0.0014025184339456764
2026-06-12,EXECUTABLE_NEAR_MISS,CORZ,Closest executable near-miss after Candidate 34 checks failed.,27.600000381469727,3,82.88280114555357,17.11719885444643,0.7407407407407407,0.30792048318848064,0.5490621264741038,0.06769825818859432,0.10754415316897314,-0.09389359123325935,201267482.7817917,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min",True,0.02246372910563532,True,0.02826082494624016,True,0.05362317107901138,True,-0.060144921176400135,False,,False,0.10253622770259385,-0.17971017837924985
2026-06-12,EXECUTABLE_NEAR_MISS,HPE,Closest executable near-miss after Candidate 34 checks failed.,48.16999816894531,2,96.4363363342285,3.5636636657715,0.7333333333333333,0.31052038040596613,0.5946834236536956,-0.0209350117484145,0.41136819986643536,-0.25027240203976164,1133049879.9301147,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, return_5d_not_positive",True,0.017645885844487008,True,0.0006228481447916323,True,0.004774825943046679,True,-0.07805684999916052,False,,False,0.04733242019228556,-0.11916126389786841
2026-06-12,EXECUTABLE_NEAR_MISS,SOFI,Closest executable near-miss after Candidate 34 checks failed.,16.579999923706055,6,99.57947954177854,0.42052045822146056,0.6814814814814815,0.30304076706684874,0.6829224591571941,0.03431061843426786,0.03495627028343762,-0.4934310982097496,834167982.1615219,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, distance_to_52w_high_prev_below_min",True,0.03317245112131517,True,0.050663459375947184,True,0.031363115811609665,True,0.09710498297708603,False,,False,0.15741861413520208,0.008443871549617343
2026-06-15,EXECUTABLE_NEAR_MISS,BEAM,Closest executable near-miss after Candidate 34 checks failed.,31.1200008392334,3,93.4533625202179,6.546637479782106,0.7846153846153847,0.44445897289486713,1.5308999868230333,0.044996646127976714,0.1142141245686441,-0.1459933586159976,90388042.4375534,False,smoke_score_below_min,True,-0.004177412101844857,True,0.09704365260195269,True,0.06683804201842336,True,0.1028277239490476,False,,False,0.18508997665643134,-0.028599012628400478
2026-06-15,EXECUTABLE_NEAR_MISS,CORZ,Closest executable near-miss after Candidate 34 checks failed.,28.219999313354492,3,84.74465793800353,15.255342061996473,0.7769230769230769,0.3574617099598394,0.8863861588693236,0.03941067071300908,0.16563405124016262,-0.07353906232584329,319427816.22772217,False,"smoke_score_below_min, relative_volume_prev20_below_min",True,-0.004960999045176662,True,0.03330972916121877,True,0.03330972916121877,True,-0.09319628719912876,False,,False,0.07831329006359877,-0.19773210699780008
2026-06-15,EXECUTABLE_NEAR_MISS,SOFI,Closest executable near-miss after Candidate 34 checks failed.,17.1299991607666,5,85.73564579963684,14.264354200363158,0.7307692307692308,0.3606305062969088,1.0533668643644862,0.03818176731918799,0.09737344891222777,-0.47662696607553423,1312651279.6905518,False,"smoke_score_below_min, rank_gap_below_min, relative_volume_prev20_below_min, distance_to_52w_high_prev_below_min",True,0.033858724583854416,True,0.04553419292815675,True,0.009340441482752704,True,0.04670176203169052,False,,False,0.12025694537155052,-0.023934609894853076
